Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),Ori_Encoded_Error
img004695.jpg,1.076675653,19.3470265,0.402342342,16.58202553,0.512817326
img003258.jpg,0.244659692,2.751447579,0.079478931,7.769064903,3.716716593
img000699.jpg,0.227317512,11.79893835,0.229796756,9.519382477,3.169723454
img013753.jpg,0.678251922,8.821109058,0.197584622,15.52318764,7.828532308
img012639.jpg,0.049556013,6.360893275,0.122322923,4.38260603,2.263191933
img000703.jpg,1.15963769,9.838804683,0.255685002,13.80190468,5.648629623
img003913.jpg,0.466637552,5.530541629,0.152624521,8.31171608,2.199701909
img009244.jpg,0.071407042,9.256846953,0.171235287,7.378384113,6.086092567
img014759.jpg,0.233526751,11.89701389,0.229484169,10.68466854,6.574833156
img010611.jpg,0.74993223,6.486095339,0.30927296,3.823282957,0.915991013
img010158.jpg,0.988794029,5.69845073,0.127908528,34.73534393,7.221613651
img013233.jpg,0.31811741,8.668176854,0.201292422,6.359701157,0.118694054
img009976.jpg,0.435979247,10.97995854,0.260455146,6.332859993,5.602559143
img000607.jpg,0.061453808,5.598085369,0.105469874,7.908486843,1.014897168
img012934.jpg,0.325211018,5.387253224,0.160220683,4.908071041,6.205353219
img002838.jpg,0.228279307,3.465826669,0.085399,9.160797119,0.712165415
img001103.jpg,0.89626497,17.42456731,0.443659469,6.401772022,5.42130001
img005669.jpg,0.095054969,2.971651597,0.073514268,4.390192986,2.555576109
img003181.jpg,0.184532747,5.461159713,0.115320785,9.223339081,3.149408124
img012726.jpg,1.065596104,10.60955909,0.245749757,17.57478523,5.346403997
img002451.jpg,0.289199352,8.148198821,0.166297041,11.99810219,2.087604845
img013628.jpg,0.819124341,3.124955406,0.146073654,8.943696022,0.500458419
img000015.jpg,0.855530977,9.562046272,0.245589785,10.8628149,7.798558023
img010134.jpg,0.168209046,5.926255895,0.118246941,11.34353065,4.5075398
img009101.jpg,0.460256398,5.026675158,0.165396415,5.923024178,0.437006469
img002759.jpg,0.361834794,5.33687631,0.178376958,4.242927074,1.208510727
img005992.jpg,0.518238962,5.874232906,0.164295092,8.384283066,7.723470338
img010597.jpg,0.46760416,3.73751025,0.140448429,6.212319851,5.680008366
img000532.jpg,0.140808508,11.43880467,0.22033732,6.80254221,1.600794424
img000951.jpg,1.60434711,9.254815825,0.264486246,15.54992104,3.253086553
img011629.jpg,0.111757115,6.113564442,0.12089804,7.869259834,3.197997449
img008537.jpg,0.032781109,6.753104936,0.121341926,9.418124199,0.76922679
img010040.jpg,0.477085084,11.07804347,0.312050909,4.016396999,6.265882783
img005512.jpg,0.247294396,3.282073449,0.082984641,9.617087364,2.125136307
img007776.jpg,0.131701484,6.277120151,0.13172031,5.940028191,1.607138176
img011886.jpg,0.049152765,8.558028101,0.156852363,6.560823917,6.993744026
img004812.jpg,0.117599837,11.06529834,0.210510835,6.761624813,7.809398387
img003367.jpg,0.613049209,18.97285679,0.380928434,12.26381874,6.219974093
img008964.jpg,0.155795217,6.794148396,0.131560456,11.99848557,7.192599007
img009852.jpg,0.046457246,18.70517826,0.332354063,7.885513783,7.068595642
img010846.jpg,0.675521731,9.154284832,0.198948819,17.22869873,7.14090899
img002193.jpg,0.129354224,5.77949434,0.126994744,4.944975853,7.608318471
img004779.jpg,0.336017042,6.668734597,0.12942965,25.76459312,0.338040923
img009675.jpg,0.489587486,4.858771606,0.125446513,12.04015064,1.613942005
img003236.jpg,0.490460336,3.663683162,0.095688239,15.45000935,2.621795861
img005001.jpg,0.027609203,5.572290306,0.102985565,4.817060947,2.140184281
img011781.jpg,0.530632973,8.137617151,0.199808095,9.178013802,6.197776832
img013848.jpg,0.13543044,1.867540632,0.073556591,3.305064917,4.885927585
